age,monthly_income,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,product_availability_online,gender_encoded,city_tier_encoded,shopping_preference_encoded
72,37187,24,6,51183,110424,10,2,2,2
49,133013,38,13,66021,66145,5,1,1,2
22,143721,25,12,135437,55686,4,1,2,2
53,121683,43,0,141276,120148,10,0,0,2
63,16214,45,19,66100,78141,4,1,2,2
59,38940,14,0,118999,78145,10,0,1,2
66,59406,1,1,137862,104638,10,1,0,2
59,237293,21,15,63356,64776,10,1,1,2
75,189553,41,1,83228,142122,5,1,0,2
56,162049,27,11,23568,23138,2,1,0,1
33,190911,16,18,118241,71962,5,1,1,2
50,203946,22,14,119586,105050,6,1,1,2
66,73414,14,15,104885,108558,8,1,2,2
38,116440,37,15,56422,21424,9,0,0,2
78,171610,33,10,51922,2113,7,1,0,1
26,118569,29,5,112493,100261,3,0,0,2
23,202313,0,16,14482,146477,6,2,1,2
68,219573,40,6,51922,101757,9,1,0,2
62,221205,15,10,67195,59731,1,1,2,2
52,75481,24,12,136137,149862,4,0,1,2
56,42740,47,15,74720,112638,2,1,1,2
39,78328,45,12,5696,115301,6,0,2,2
58,218177,22,7,19110,128813,6,0,1,2
71,196715,32,8,46710,29041,2,2,0,2
22,249589,33,4,145998,40215,3,2,2,2
59,26881,8,13,66822,6836,8,1,0,1
40,51996,15,10,123745,22717,1,1,2,2
34,178249,36,11,27120,110993,8,1,1,2
29,137196,49,19,55987,50925,9,0,1,2
40,52177,47,19,121223,65860,2,0,1,2
33,81126,4,9,143808,19421,6,1,2,2
20,71531,48,0,97103,23755,7,2,1,1
47,41119,41,15,49261,24381,4,1,2,2
74,132744,11,6,54066,69069,10,2,0,2
39,131894,4,15,147548,59511,3,1,1,2
26,173987,22,13,111542,42423,8,0,1,2
46,148780,7,3,84720,48718,1,2,2,2
64,184821,42,2,98202,107202,10,0,1,2
54,59989,34,18,32058,25362,5,0,0,0
40,37106,15,16,32632,116637,7,2,1,2
30,32131,19,11,58869,98225,1,0,0,2
49,61553,27,16,117612,140541,7,0,0,2
63,204216,29,0,120512,44968,9,1,1,2
69,21553,10,0,28450,66916,3,0,2,2
64,32881,49,10,129108,147502,5,2,2,2
65,16379,16,2,96865,18314,5,2,2,1
40,105791,9,3,36514,27446,7,2,1,2
62,120664,23,6,45507,139386,6,2,1,2
34,84306,30,17,102139,33462,10,2,0,0
72,165798,10,19,81706,25101,1,1,1,2
57,155160,46,6,143967,120117,1,2,1,2
38,180386,7,10,102883,139178,10,2,1,2
19,201113,30,13,7295,85545,7,2,1,2
54,119512,36,7,80179,51026,5,1,1,2
23,31350,36,19,43679,72057,9,2,1,2
61,114599,32,15,1043,75219,2,2,2,2
35,96397,8,17,38047,97826,4,0,2,2
47,94509,45,11,87610,44051,2,1,1,2
39,32769,2,8,145006,144140,5,0,1,2
71,193321,48,19,133042,140517,6,2,0,2
50,228934,12,8,95339,16243,7,2,1,1
47,116584,27,12,146412,83305,3,2,1,2
34,61365,23,5,98204,103858,2,2,1,2
79,65185,9,4,118764,95494,9,2,0,2
60,148858,41,9,81942,61548,7,1,2,2
49,246609,36,10,128941,15000,5,0,1,1
59,141525,14,13,75257,107463,9,0,0,2
68,147692,41,15,127095,118913,3,0,1,2
31,51303,27,6,103445,128013,7,2,0,2
75,34589,36,17,135190,88872,7,0,2,2
27,17882,0,7,75962,90041,3,2,0,2
64,208320,12,13,89947,46333,2,1,0,2
77,195394,3,9,55124,115191,3,2,1,2
68,144236,39,13,147435,93801,3,1,1,2
53,170596,29,19,147894,17418,5,2,2,2
51,24745,2,12,38416,63038,5,2,0,2
26,248273,19,16,74406,98683,1,2,1,2
59,30861,34,5,11371,87230,9,0,0,2
45,106707,26,14,88581,65737,7,1,2,2
28,237807,47,7,91337,41014,3,1,1,2
31,69261,11,4,2338,105686,5,0,2,2
56,148909,44,7,95753,3193,4,1,0,1
72,89135,40,8,99241,46745,4,0,1,2
64,227519,15,6,43935,60383,3,0,2,2
71,69380,31,17,7324,11484,7,0,0,1
36,101089,32,13,58146,3200,10,0,1,1
71,120025,15,7,79365,42350,3,0,1,2
32,195903,28,0,136015,20176,10,2,2,1
79,235421,26,16,41149,55313,8,0,0,2
45,184327,30,5,96540,90010,7,0,2,2
41,175592,23,13,64927,108999,9,1,1,2
25,175613,30,16,95790,128006,3,1,2,2
60,211844,8,16,149941,101653,10,2,0,2
78,173422,44,11,108770,90011,2,0,2,2
26,59397,35,15,81650,122615,7,0,2,2
64,92085,5,2,53569,33920,8,0,0,0
50,78865,29,16,27151,37425,7,0,1,2
79,70956,25,1,57182,144566,8,1,2,2
50,173525,39,12,138836,55934,1,1,0,2
36,208417,6,13,95051,1635,5,1,0,1
20,115727,7,3,16783,103047,2,1,2,2
27,158978,10,5,83854,65365,8,2,1,2
57,29988,2,19,33280,29819,7,0,1,2
64,173795,3,8,121517,77867,8,2,1,2
59,48800,32,13,59247,37130,5,2,1,2
18,185179,19,16,8068,89135,9,0,0,2
46,173502,4,7,86959,35626,2,0,0,2
67,178607,33,18,1409,127553,7,1,2,2
51,214548,13,1,98632,128492,1,0,2,2
68,102329,12,16,111266,98953,8,0,0,2
30,223870,48,6,128699,133005,4,1,0,2
71,67284,44,2,94657,98046,7,2,0,2
18,71232,23,3,91810,103045,8,0,0,2
51,59420,29,17,15674,1833,9,0,1,0
46,52710,39,13,38686,46462,6,1,0,2
65,218569,10,19,131015,70805,10,0,0,2
64,107035,8,12,55379,29109,9,1,2,2
30,186570,12,16,128838,114373,8,1,1,2
65,46283,12,11,43046,31615,10,1,1,2
66,212241,31,6,15037,122632,1,1,2,2
70,218430,6,2,63459,79046,4,0,1,2
78,208529,10,4,115361,26935,4,1,2,1
46,40968,48,19,14489,6081,4,0,2,1
56,77508,41,0,80456,61859,10,1,1,2
41,209292,0,13,25345,120013,7,2,2,2
43,128435,27,8,11999,63172,10,0,1,2
34,100366,7,14,29721,97415,6,0,1,2
24,20738,14,1,51635,90213,7,1,0,2
30,18098,4,17,132208,30542,10,1,2,2
22,110424,21,3,22609,28534,2,2,0,2
43,219705,19,1,27160,76396,8,0,1,2
66,93672,3,12,114545,126336,7,0,2,2
20,53244,44,17,123977,71232,8,2,0,2
24,154325,24,19,33455,48013,3,1,2,2
75,69333,15,3,67218,19606,3,0,1,2
66,140349,39,2,1319,21373,5,2,0,1
56,65969,45,6,65256,21756,3,0,1,1
70,105744,26,1,65605,94057,1,1,0,2
18,216495,28,13,66131,136685,5,1,0,2
66,132286,11,4,37759,38014,8,2,0,2
79,190483,6,1,24813,143347,8,1,1,2
34,90028,23,8,2695,138474,8,1,2,2
60,50421,4,15,128915,21699,5,0,2,2
42,147526,46,7,31476,72542,4,2,2,2
76,163594,41,5,134556,46920,9,1,2,2
78,53575,32,2,137048,104888,8,0,2,2
20,18192,37,6,30030,104861,4,2,1,2
32,126116,39,17,100841,86275,9,1,1,2
46,201340,42,15,71243,80740,9,1,2,2
70,142874,5,3,19069,135749,10,1,0,2
60,96311,7,3,121562,40384,9,2,1,2
49,156474,21,15,90351,9867,6,0,2,0
43,224682,49,17,34269,130531,4,1,1,2
77,95781,13,1,147751,54141,7,0,0,2
33,51527,8,11,66614,28576,1,0,1,2
42,67181,12,8,98314,92790,4,2,1,2
71,106472,49,6,21134,20074,5,0,2,1
45,173074,31,7,47133,136489,7,1,0,2
26,96219,13,5,110942,86865,3,0,2,2
73,158532,34,11,7675,139426,10,0,1,2
73,134783,24,7,112507,100980,10,2,2,2
18,176554,30,9,8098,6818,2,2,2,2
46,162519,48,3,122388,64533,6,1,2,2
74,194300,42,9,28531,95659,7,2,2,2
39,98265,44,6,102243,57666,5,0,1,2
33,65126,19,18,32894,76545,9,1,1,2
58,35545,41,2,92109,129436,7,1,2,2
68,70114,36,11,129007,19740,5,0,1,1
61,108740,6,18,57894,99676,5,2,0,2
68,221422,9,9,99796,123169,7,2,1,2
71,203873,5,5,28987,26933,4,0,2,2
58,28890,24,19,7312,123602,2,1,2,2
24,136284,49,14,40897,47340,9,1,1,2
31,67482,5,18,87675,18111,10,1,0,2
46,209469,44,10,125172,145644,1,2,0,2
36,147812,16,7,28942,131501,2,1,1,2
36,176193,21,9,67266,92694,5,1,0,2
19,157290,22,13,28006,15434,8,2,1,0
58,86591,28,19,122532,149190,3,2,2,2
62,103241,6,13,85255,52985,7,0,1,2
32,49722,34,14,27345,84725,2,0,0,2
20,64431,38,11,142696,97802,6,1,0,2
28,197615,19,16,8738,84842,7,0,0,2
70,57000,25,9,20150,132453,8,0,0,2
63,86975,28,11,24293,44495,6,0,1,2
47,45921,28,18,17984,135831,9,1,1,2
74,114265,6,7,40514,125941,2,0,1,2
57,103747,33,15,85091,48516,9,2,1,2
35,176686,4,17,2628,14422,2,2,2,2
68,207261,12,19,90483,54690,8,2,2,2
65,32601,5,9,27568,82569,3,2,1,2
19,108332,31,10,54739,133992,2,1,2,2
49,138254,35,5,76444,117244,2,1,1,2
25,217615,32,17,22333,74809,10,2,0,2
39,166586,42,12,10464,51262,4,0,0,2
23,229384,32,10,31080,47279,3,2,2,2
29,213684,18,13,6533,28158,4,0,1,2
64,236958,40,13,73822,107209,10,2,1,2
74,134004,17,3,110821,129688,3,2,1,2
57,162364,13,9,49742,16504,8,0,1,0
53,177582,20,19,17413,50700,9,2,1,2
32,43000,38,17,3425,91065,6,1,2,2
45,145439,33,8,34444,46396,8,2,1,2
69,134277,30,12,13862,9834,8,2,0,1
74,45383,16,18,30553,149035,7,1,2,2
66,157857,6,7,31396,65293,10,2,0,2
62,55910,20,10,33587,10372,5,0,0,1
35,185100,6,7,111238,79120,5,2,0,2
19,170927,0,17,50737,81971,7,1,2,2
30,39281,21,16,62875,96298,9,0,0,2
62,128838,21,9,108328,57618,3,0,1,2
71,19841,22,9,111716,116550,6,1,1,2
32,112204,27,3,39414,110393,6,2,0,2
37,75155,39,7,111981,69565,3,2,1,2
46,172990,45,1,6010,80188,5,1,2,2
76,71313,29,13,81969,146525,6,1,2,2
59,126688,44,7,56392,55746,2,1,0,2
46,163515,9,13,116449,46856,1,0,1,2
20,178322,11,7,149201,65629,1,2,0,2
36,147994,44,17,17131,75663,4,0,2,2
20,46976,15,7,77076,70962,7,2,2,2
71,158063,20,9,80743,130728,1,2,2,2
31,119405,12,3,32817,148820,7,1,1,2
57,68744,46,10,100401,137300,6,0,2,2
76,168805,3,13,70499,30199,7,0,0,2
72,17473,36,15,32209,149799,4,0,1,2
79,154180,29,9,149996,14159,7,2,2,2
21,43715,25,14,93197,74465,5,0,0,2
76,178282,13,7,75170,33007,5,1,2,2
77,52317,36,14,142352,22815,4,1,0,2
69,80516,24,18,41352,70551,2,0,0,2
28,179434,38,7,80711,94593,4,0,0,2
75,69604,26,16,47058,91238,7,1,0,2
48,19889,13,17,30191,30207,2,2,2,2
60,235629,1,1,121406,11961,3,2,1,1
49,88748,1,4,8235,2199,6,0,0,1
44,46971,32,15,92519,62591,2,2,0,2
47,65551,1,16,90131,43060,4,1,0,2
60,149273,33,14,13027,6731,10,2,2,1
19,123957,24,18,129147,104086,9,2,2,2
79,104882,44,14,28618,78264,4,2,0,2
66,52958,36,12,107381,93146,7,0,0,2
26,225323,26,16,44942,98798,2,2,1,2
45,20681,25,19,113943,142652,6,1,2,2
48,116982,46,11,147798,57859,5,0,0,2
77,61870,21,2,143203,92613,5,0,2,2
51,143396,46,9,129357,148765,9,1,2,2
78,228328,6,9,106758,86153,4,1,0,2
73,82203,12,12,35967,3943,7,1,0,2
32,174224,47,6,72694,50861,4,0,1,2
65,65061,27,4,103528,52039,9,2,1,2
42,203691,44,8,64056,115180,7,2,2,2
53,73235,27,3,69534,76330,10,0,0,2
25,219812,23,2,19098,89573,7,0,2,2
26,52890,34,10,44653,74756,10,1,1,2
75,105073,32,16,3350,120353,5,1,2,2
75,76401,36,1,30041,141414,10,0,0,2
54,26217,8,8,3777,86007,4,2,2,2
65,63351,49,5,79784,15533,9,1,0,1
62,48741,2,11,1284,1989,7,0,1,1
79,166726,1,18,88506,31218,7,2,1,2
56,207386,21,3,133383,86062,3,2,0,2
49,16408,20,10,58389,55621,1,0,0,2
75,57903,36,4,99441,147154,6,2,0,2
69,230280,23,19,50277,87359,10,2,2,2
34,122042,13,5,87323,116854,6,2,1,2
52,147290,32,19,1401,130841,3,0,1,2
54,196644,16,15,72550,116759,6,0,0,2
36,204870,20,10,107500,133295,8,1,2,2
61,247753,12,8,116302,136901,4,2,0,2
46,137189,43,1,99440,27456,4,1,1,2
76,124268,43,3,81413,133887,4,2,1,2
24,45105,39,15,131283,95102,6,2,0,2
45,84634,10,3,25434,146860,3,2,0,2
26,132426,1,8,112655,126622,6,1,1,2
45,211135,36,7,142173,51424,7,1,0,2
23,153691,27,6,86238,15752,9,1,0,0
46,158011,2,17,130403,56842,4,1,0,2
75,33226,14,8,108181,121648,10,2,2,2
34,40322,45,9,17450,140706,3,0,0,2
33,132504,23,10,63050,87108,7,1,1,2
40,73215,7,1,57660,39988,2,1,1,2
48,162950,5,18,94248,88473,9,1,0,2
20,152632,31,9,25386,7546,6,2,0,1
38,184350,40,14,85614,50049,9,1,0,2
43,182284,34,17,4455,29364,8,2,0,2
53,109835,12,4,35019,100505,2,1,1,2
59,88079,27,11,113210,86821,1,2,1,2
54,38946,41,7,89783,148753,8,0,1,2
70,177812,3,5,10162,12309,8,2,1,1
39,125733,30,0,106154,122893,10,0,2,2
79,22253,0,12,6468,29864,4,1,2,2
59,94311,29,14,146553,86404,8,1,0,2
29,47813,7,10,113604,2761,9,1,2,1
59,210403,39,3,67294,25054,4,0,1,1
78,173704,45,7,97192,115078,4,1,2,2
30,63365,13,6,94847,4864,5,1,0,1
28,82593,43,12,127963,68675,10,2,2,2
71,179503,27,4,123124,146463,9,2,1,2
33,183508,33,0,89915,58127,8,2,2,2
25,164485,38,15,3622,117742,6,0,2,2
57,241833,3,10,132881,30015,4,2,0,2
76,53485,23,17,62259,6212,9,0,2,1
74,214304,26,8,15469,103023,2,1,0,2
57,126504,41,3,37495,30490,3,1,1,2
62,31101,10,6,107595,46687,10,2,0,2
76,23831,22,6,123085,13774,5,1,1,1
19,230655,41,12,1106,145688,2,2,2,2
47,66897,31,18,121925,75608,6,1,0,2
47,20004,49,6,132245,130211,1,0,2,2
29,234313,3,6,104238,55175,4,0,0,2
27,60924,18,12,105960,82829,2,2,1,2
61,167581,6,3,125204,106522,6,1,0,2
28,52170,32,11,61723,148342,5,1,1,2
32,58555,13,7,17735,85643,5,2,1,2
33,160734,12,15,99611,142663,1,2,2,2
34,133115,5,10,99746,120201,10,2,1,2
43,119216,18,3,110753,134407,6,0,0,2
19,80930,8,14,67678,53898,8,1,2,2
67,193475,34,11,121681,120650,5,0,0,2
29,51365,48,1,4125,84005,4,2,2,2
68,77188,47,5,13601,106023,6,0,2,2
43,222132,25,17,20286,111977,7,1,1,2
40,113633,3,11,102379,78126,5,0,2,2
35,172745,47,15,27165,28998,5,0,0,2
79,78471,27,0,88547,41106,4,2,0,2
49,163228,26,18,66264,62633,9,2,1,2
66,72287,43,3,58999,38343,8,1,2,2
79,147717,6,9,986,110583,8,0,2,2
55,74076,8,9,115326,13191,3,1,0,1
74,240657,33,6,109431,133692,4,2,2,2
64,131475,7,5,106240,103711,10,1,1,2
20,221423,9,11,67346,133389,2,2,0,2
55,65151,0,9,35240,67302,4,1,0,2
20,82384,49,11,24439,132506,3,1,0,2
47,114865,7,12,79619,89350,6,0,0,2
78,48541,44,14,35419,98082,6,2,0,2
18,87847,38,12,120297,78488,3,0,1,2
47,233171,45,18,111140,133783,4,1,2,2
62,226811,38,15,43805,83036,9,1,2,2
49,65955,16,10,67537,41414,4,2,1,2
45,155362,17,0,19895,56156,4,2,2,2
38,246426,33,17,146789,25985,2,2,0,2
75,205014,34,6,42983,47385,1,2,2,2
63,228739,2,11,18764,35522,7,1,1,2
30,176215,11,17,143069,8744,6,1,1,0
44,170581,3,11,23712,57006,2,2,0,2
53,102780,35,8,148274,96247,8,1,2,2
24,182813,8,16,132106,49895,2,0,1,2
39,172970,34,3,128373,98808,3,0,0,2
27,114919,2,3,66003,30636,3,0,1,2
56,127854,24,19,101878,140277,1,1,0,2
70,231746,25,19,109832,61337,8,2,2,2
32,209020,36,0,64474,103724,9,0,2,2
32,76768,47,2,119083,147945,9,1,2,2
21,58262,26,18,138467,47642,1,2,0,2
49,151578,27,7,70755,14494,2,0,0,2
40,35605,18,19,61244,53816,7,2,2,2
72,93590,23,0,141627,80796,9,0,0,2
23,43231,36,5,139329,38587,6,1,1,2
41,94397,39,8,51812,22913,3,0,0,0
37,92123,43,17,109273,130335,8,0,2,2
75,28515,37,8,135350,52486,5,2,2,2
54,102211,24,19,146855,109263,10,2,1,2
37,184694,33,9,37757,95712,1,1,1,2
29,31600,14,15,128724,120673,5,2,2,2
50,173964,15,11,114088,95191,7,1,2,2
45,229351,3,5,65387,89860,6,0,2,2
25,84310,25,13,24197,85222,2,0,0,2
18,167873,46,7,67993,39512,10,0,2,0
54,183767,38,14,37659,5946,3,2,1,1
39,174925,46,9,22107,39636,2,2,2,2
23,150501,25,4,110754,15945,5,2,0,0
78,150678,47,19,134322,34258,8,0,2,2
38,150550,27,15,138618,3176,10,0,2,1
49,129380,48,7,129196,43404,7,2,0,2
52,229888,36,10,43498,53963,7,2,1,2
32,186206,37,2,73331,36247,6,2,0,2
22,216035,35,1,47417,67228,1,2,0,2
77,126780,9,0,139079,84610,1,0,2,2
73,216969,32,0,45231,116327,4,0,0,2
63,171547,7,19,129310,70322,8,2,0,2
67,81177,37,9,31717,72954,1,2,1,2
65,167802,41,17,57232,62289,5,0,2,2
23,167185,35,15,128893,10766,6,2,0,0
42,166083,20,18,70181,24274,1,1,1,2
73,70746,44,15,83265,141328,7,2,2,2
63,138075,49,2,63217,95474,4,0,0,2
76,188925,19,6,82940,113988,8,0,0,2
73,100195,33,5,56139,49082,10,1,0,2
57,51818,37,10,77528,133412,9,0,0,2
46,183393,42,4,131782,110166,3,2,2,2
24,36309,27,8,89104,75269,10,1,2,2
57,164760,31,3,39462,78875,4,2,2,2
30,43176,11,11,114946,145336,6,1,2,2
55,83879,8,9,60200,101370,10,0,2,2
35,82592,42,2,23475,84894,2,2,1,2
19,99728,14,6,61606,7334,5,0,2,1
25,235084,12,1,77395,31536,1,0,2,2
28,155488,1,7,17672,110285,3,0,0,2
50,186066,19,12,149207,81486,10,2,2,2
71,212494,13,14,48399,4992,4,2,1,1
78,23584,41,0,50857,1405,7,1,1,1
55,139555,14,1,10552,70282,10,1,1,2
65,108302,28,17,119648,129087,2,1,0,2
44,137408,20,18,133142,8047,6,2,0,1
37,33830,9,6,81622,78594,1,2,1,2
29,231897,40,1,121669,59391,6,1,2,2
60,92066,37,15,74915,70244,1,0,2,2
78,18591,20,15,95369,106445,5,0,1,2
48,108878,34,3,110385,105859,2,1,1,2
44,140407,43,16,55837,130523,6,1,0,2
49,131869,16,13,113374,141507,9,0,0,2
78,36395,43,7,1031,33029,1,2,2,2
27,200254,3,8,106807,32517,2,1,0,2
20,31738,13,7,47788,140674,10,0,1,2
62,148703,39,17,86299,100682,4,0,2,2
44,163977,31,6,1773,138070,1,2,1,2
52,34056,17,12,104293,11131,3,2,1,2
48,136656,33,0,54041,18673,6,2,1,1
32,130316,31,7,126810,52839,7,1,2,2
33,235154,13,8,29093,96952,3,1,2,2
78,181519,35,18,140976,18896,1,0,1,2
30,69418,33,14,41613,87181,10,2,0,2
66,52190,5,2,12390,668,8,2,2,1
52,41014,39,10,61596,101088,4,0,2,2
69,219071,34,13,11447,77444,4,0,0,2
28,196350,14,11,148175,101845,7,2,1,2
76,140563,19,4,44117,111056,6,0,0,2
38,16780,27,1,118433,117143,6,0,1,2
68,237715,36,6,77925,90882,8,2,1,2
71,205330,37,4,12725,74651,3,1,1,2
28,243195,20,2,75050,147386,5,0,2,2
47,57192,23,9,87248,88736,3,2,1,2
77,205372,9,10,8878,143021,10,2,0,2
65,119875,35,7,75085,58035,1,0,1,2
70,236576,8,5,137067,133497,8,1,0,2
52,114129,21,11,2939,100349,4,1,2,2
39,58923,41,12,60138,31160,7,2,1,2
55,104196,36,1,67655,23850,7,1,2,0
48,17395,15,15,18211,130461,4,2,0,2
31,117449,42,12,83563,42869,9,1,1,2
41,136747,23,8,2635,142876,2,0,2,2
67,243456,3,12,41418,88532,10,0,1,2
66,161851,43,14,12701,142201,3,2,1,2
49,86028,22,7,98776,72970,8,2,0,2
53,175794,41,16,145432,103321,2,1,2,2
49,153183,21,9,144342,37636,6,1,0,2
72,156056,1,8,33826,48301,5,0,2,2
32,243624,27,16,38658,6566,8,0,0,2
60,108176,18,16,68681,62112,3,1,0,2
75,218400,19,18,85927,124769,10,0,2,2
52,41924,27,18,120701,32998,2,1,0,2
20,198775,41,1,144815,16147,3,0,1,1
33,47577,23,10,43531,67846,1,1,0,2
22,153783,26,7,116581,123123,3,2,0,2
38,100548,43,16,105393,5246,5,2,0,1
78,245941,1,0,101811,15689,4,2,1,1
27,248043,6,17,82165,13511,7,1,1,2
36,140093,0,6,140679,97186,2,1,1,2
42,150168,10,8,125018,27459,9,2,0,2
21,81555,30,8,35316,59710,1,0,0,2
78,104848,29,9,12370,142172,9,0,0,2
46,221084,12,15,146989,94257,10,0,1,2
36,23254,23,10,9462,127465,7,2,0,2
60,140410,17,5,96446,83694,9,0,1,2
19,244027,12,11,35590,95069,2,2,2,2
27,223192,16,9,105148,53011,10,2,0,2
78,152037,45,15,108316,81608,6,1,2,2
60,223072,47,13,139783,37906,6,2,1,2
42,224047,29,16,131004,90478,4,2,0,2
37,204059,18,19,75744,608,4,1,2,1
65,118025,11,4,27564,23552,6,0,0,2
36,145509,25,3,112669,97434,10,1,0,2
40,47963,17,12,121043,127198,6,0,2,2
41,240048,11,6,83409,119114,5,1,2,2
28,18273,43,10,8581,135469,2,2,2,2
63,30330,49,10,149355,28278,2,1,1,2
51,167566,41,11,86776,7213,1,0,0,2
72,91422,1,2,19821,89033,10,0,0,2
45,137089,19,11,11590,6032,6,2,2,1
22,18212,5,2,133255,13662,6,2,0,0
76,247131,0,0,120245,90490,1,0,0,2
22,229513,25,9,100056,24998,3,1,1,2
68,102594,6,0,48958,73271,3,2,1,2
38,147152,31,0,23091,68019,4,2,2,2
29,47675,32,10,90993,118612,8,0,2,2
67,37007,9,15,89543,34885,9,0,2,2
21,128805,44,2,7581,62026,6,2,2,2
71,97641,40,2,106589,64459,3,2,2,2
66,110815,14,7,69434,85634,3,2,1,2
59,61815,30,12,138859,51813,9,1,1,2
37,98482,23,15,86002,28668,5,0,0,2
55,15639,28,14,5859,83835,7,0,2,2
42,78593,17,9,31541,65234,6,0,1,2
31,93038,6,16,88650,116862,4,0,0,2
28,249566,33,2,104692,7565,9,0,2,1
49,108899,13,13,20280,88507,2,2,1,2
28,18736,19,0,33554,114241,7,0,1,2
78,31473,28,8,116009,67354,9,2,2,2
35,143771,36,18,30074,111086,8,0,1,2
44,140801,41,9,95763,22494,1,2,1,1
72,180091,30,10,58196,90791,10,1,1,2
71,122598,18,13,125433,37994,9,2,2,2
35,101623,22,15,86566,68461,2,1,2,2
73,240097,6,6,130050,88958,5,0,2,2
40,51820,5,8,116751,117459,1,2,1,2
28,230933,34,12,76269,99014,9,0,0,2
38,72589,28,6,13832,4645,2,2,2,1
61,211879,12,0,114260,73253,6,1,0,2
22,33414,38,6,61544,112680,4,0,2,2
40,142378,24,1,80780,37888,5,2,2,2
58,39220,33,1,3718,149340,10,0,0,2
76,75531,18,0,59271,146343,5,2,1,2
42,125002,3,8,36433,68817,2,2,2,2
58,188497,23,9,19298,58327,3,2,2,2
71,24387,32,9,107607,128190,5,2,1,2
27,91815,42,4,149383,65975,10,2,0,2
39,42584,1,6,47473,97373,8,2,2,2
36,59783,1,9,3529,107486,6,1,1,2
18,185881,13,2,39566,121999,6,2,0,2
24,200399,49,11,38227,46618,1,2,0,2
21,139494,10,19,122145,16612,8,1,2,1
18,130814,33,15,47436,57003,7,1,2,2
32,145752,37,17,125381,115857,8,1,2,2
57,156929,27,15,63540,10421,7,2,0,1
29,188333,38,9,19763,95539,10,2,1,2
39,88588,21,0,60307,148721,6,1,0,2
39,163067,41,15,81973,11498,2,1,0,1
67,28580,32,4,38935,95018,5,0,1,2
64,33240,37,11,43913,115631,10,1,2,2
34,98446,30,15,127875,98359,4,0,2,2
46,221824,13,13,99184,139287,3,0,2,2
63,119533,37,9,42511,56349,9,0,2,2
31,192183,8,15,4712,55657,2,1,1,2
67,236519,23,14,142487,18724,3,0,1,2
37,180938,28,10,29936,133568,6,1,2,2
67,95974,4,5,3354,23649,2,2,1,2
65,88401,41,18,51903,88018,3,1,2,2
50,228165,38,14,91543,12121,10,2,2,1
72,158283,26,12,15085,7316,5,1,1,1
76,205057,7,18,102484,10084,6,2,0,2
60,179340,28,0,87587,64254,7,2,1,2
32,18646,11,9,127004,111921,4,2,1,2
29,201443,7,10,134950,102605,10,2,0,2
57,57816,41,11,86820,72725,6,2,1,2
71,104460,40,13,116269,34841,2,1,0,2
37,59112,20,15,59791,26989,4,0,1,2
47,66048,47,6,116867,78449,10,1,0,2
55,200983,46,3,5584,72110,8,2,1,2
20,221518,8,15,112080,47576,7,0,1,2
45,147850,13,18,51818,108830,9,2,2,2
73,60752,0,2,97610,109861,10,2,1,2
43,231049,30,8,103497,74074,3,2,0,2
47,85726,15,16,51481,101127,2,2,0,2
30,226912,38,3,86030,27587,10,1,2,1
30,173361,26,8,92817,50551,9,1,2,2
19,59788,10,13,116787,8206,8,2,0,1
54,19747,1,11,78009,45207,3,2,2,2
66,220894,30,18,118094,4501,5,0,1,1
55,15045,49,10,58862,116678,1,2,1,2
19,241350,23,3,80762,102235,10,0,0,2
53,22758,38,12,29613,104739,8,0,0,2
71,140076,2,13,11196,98477,1,0,1,2
43,169509,47,9,100489,63978,2,1,0,2
28,165657,3,15,16269,17932,6,1,2,2
25,244831,29,19,120275,102212,1,1,1,2
61,155926,2,19,93648,143835,7,2,1,2
57,198148,3,5,25239,7728,6,2,0,0
60,71950,12,11,36001,27998,3,2,0,2
39,163421,13,15,88189,73042,6,2,0,2
37,242300,9,7,72650,45810,7,0,0,2
25,167420,13,2,72568,36484,6,2,2,2
46,180368,16,14,15347,138288,10,2,0,2
57,247352,21,17,133310,29700,3,2,2,2
43,34455,45,7,72061,73411,3,1,0,2
47,224896,36,8,51341,116821,9,0,0,2
34,200093,20,19,84573,58859,7,0,1,2
37,217995,24,11,56817,108220,2,1,0,2
69,246897,2,14,9164,112129,5,1,1,2
72,185365,18,11,64635,17803,7,2,1,0
33,245502,31,14,5895,147749,8,1,2,2
63,103552,14,17,115133,112059,5,0,1,2
79,61116,40,2,23500,44514,1,1,2,2
60,135461,23,17,144418,120077,6,1,1,2
24,55484,8,7,34641,3204,2,0,0,1
33,176287,9,17,47295,97805,10,1,1,2
62,96638,47,9,115831,145694,7,2,1,2
76,149476,31,6,77479,30687,5,2,2,2
64,183332,39,1,92786,82732,2,2,1,2
73,115647,6,17,119258,83702,8,0,1,2
65,80642,45,9,78742,136890,5,2,2,2
44,226803,49,18,63116,66951,3,0,2,2
70,61009,26,2,71346,112283,6,2,2,2
40,238761,14,5,19227,149644,4,0,0,2
41,143824,43,9,18774,20860,6,0,2,2
26,44605,20,19,57126,110059,2,0,2,2
52,125879,9,9,116707,111749,3,1,1,2
68,199277,22,12,129078,94920,4,2,2,2
37,183641,4,9,92981,4086,5,0,2,1
54,135827,48,18,125251,124080,8,1,1,2
59,20580,5,13,107377,40751,2,0,2,2
34,129902,21,10,64738,108997,10,1,2,2
64,20400,27,19,132948,126613,7,1,2,2
48,185715,18,15,96522,35905,8,2,2,2
